subject,session,runtime,p1,pmod,pmod_surprise
8,11,134.2,NaN,0.519227038924014,2.03784309939356
8,11,135.7,NaN,0.634401788580262,0.945562580760892
8,11,137.15,NaN,0.450726428296268,1.45166908242952
8,11,145.6,0.7,0.576720886228176,1.14967605008342
8,11,147.05,NaN,0.44591256429285,1.24031879262656
8,11,148.45,NaN,0.374974063317622,0.851814441522989
8,11,150,NaN,0.331700738775772,0.678012036397995
8,11,151.6,NaN,0.516443196361942,1.59204586953576
8,11,153.05,NaN,0.405256205824739,1.04824272118655
8,11,154.45,NaN,0.354174667431935,0.749659781888547
8,11,155.85,NaN,0.51679751603636,1.49746706878658
8,11,157.25,NaN,0.408489638286966,1.04930022384851
8,11,158.65,NaN,0.35747071028827,0.757524653860632
8,11,160.1,NaN,0.325026046647787,0.638165873796841
8,11,161.65,NaN,0.30254910817275,0.567096263975188
8,11,163.1,NaN,0.286271675187845,0.519836455883139
8,11,164.65,NaN,0.505683603009374,1.80454316324233
8,11,166.25,NaN,0.387606072939337,1.01649333191623
8,11,167.75,NaN,0.535530881728205,1.36733692008166
8,11,169.15,NaN,0.41822394305757,1.10634541732621
8,11,170.75,NaN,0.546726566242335,1.25765243721231
8,11,172.15,NaN,0.620951194363051,0.871108614987558
8,11,173.55,NaN,0.464898860600189,1.39954447573331
8,11,182.15,0.6,0.384530656720044,0.902116493990121
8,11,183.75,NaN,0.335931986947276,0.700241097478153
8,11,185.35,NaN,0.305071108777395,0.590597086645079
8,11,186.75,NaN,0.284640208532659,0.525062733639734
8,11,188.25,NaN,0.270606434635319,0.483259064450361
8,11,189.7,NaN,0.260645003786186,0.455230622465067
8,11,191.25,NaN,0.253365495047951,0.435660864068622
8,11,192.85,NaN,0.516099746592066,1.98070803257416
8,11,194.4,NaN,0.386129537018677,1.04721840016475
8,11,195.8,NaN,0.33571888063466,0.703993840156305
8,11,197.35,NaN,0.307701937540671,0.590134185114859
8,11,198.9,NaN,0.506549926020903,1.70039456681059
8,11,200.3,NaN,0.391777785915247,1.0190239710293
8,11,201.75,NaN,0.536359337163507,1.35189249681854
8,11,203.3,NaN,0.420196901647287,1.10892099381484
8,11,204.75,NaN,0.363036560047543,0.786365051991415
8,11,206.2,NaN,0.32748430915064,0.650717526978736
8,11,207.6,NaN,0.303479837741369,0.572360166479843
8,11,216.15,0.533333333333333,0.506638505322457,1.72032742340402
8,11,217.6,NaN,0.614176234600044,0.980971366580128
8,11,219.2,NaN,0.446318784937099,1.37398608377436
8,11,220.7,NaN,0.568247026624253,1.16385356599137
8,11,222.2,NaN,0.443011848032304,1.21172198161568
8,11,223.8,NaN,0.560489515382282,1.17458281175295
8,11,225.3,NaN,0.442670867348872,1.18603051330579
8,11,226.8,NaN,0.558054587389626,1.17569366365688
8,11,228.25,NaN,0.442858436120275,1.17805991038319
8,11,229.7,NaN,0.377988501898039,0.843884146930235
8,11,231.1,NaN,0.335723609724574,0.68498684555824
8,11,232.6,NaN,0.307223050962723,0.590144455855144
8,11,234.2,NaN,0.287494866431348,0.529537167222929
8,11,235.7,NaN,0.273495568326843,0.489027686129841
8,11,237.2,NaN,0.263319120887274,0.460956496570352
8,11,238.6,NaN,0.255750445890795,0.440888297582741
8,11,240.2,NaN,0.250000674841727,0.426141642763495
8,11,241.75,NaN,0.245547479077621,0.415038797400512
8,11,243.15,NaN,0.518902331339926,2.02592608376071
8,11,244.55,NaN,0.385492037094755,1.0555982865724
8,11,246,NaN,0.334119745087584,0.702496389465218
8,11,254.5,0.2,0.515932687138401,1.58156285241736
8,11,256.1,NaN,0.615377087074657,0.954745242933321
8,11,257.7,NaN,0.669954403343229,0.700457367464145
8,11,259.2,NaN,0.475432659367105,1.59926274457866
8,11,260.7,NaN,0.590765959732376,1.07268708372191
8,11,262.15,NaN,0.644882068355613,0.759341395291312
8,11,263.6,NaN,0.480828507750436,1.49362988394759
8,11,265.05,NaN,0.388987468497526,0.945716927881841
8,11,266.45,NaN,0.334827133001521,0.710726125725393
8,11,268,NaN,0.302055029489891,0.588198773894623
8,11,269.6,NaN,0.281339787577888,0.51881480329752
8,11,271.1,NaN,0.267620926062966,0.476618279330772
8,11,272.6,NaN,0.513601634863852,1.9017371659524
8,11,274.1,NaN,0.625115639187238,0.961278300125319
8,11,275.55,NaN,0.68020674473397,0.677804998472634
8,11,276.95,NaN,0.47439325052538,1.64478858351397
8,11,278.5,NaN,0.379798066865874,0.927944293026506
8,11,280,NaN,0.32840604545651,0.68919007213149
8,11,281.6,NaN,0.298174681211762,0.574338851195775
8,11,283.05,NaN,0.279073219069991,0.510816100080665
8,11,284.55,NaN,0.266292104062306,0.472075351583752
8,11,286.1,NaN,0.513340745699883,1.90891844365404
8,11,294.65,0.3,0.38812737249938,1.03901610531292
8,11,296.2,NaN,0.338516829302497,0.708696734123595
8,11,297.8,NaN,0.310247540103057,0.596223642631496
8,11,299.35,NaN,0.291758907172247,0.535849398147825
8,11,300.8,NaN,0.278678378330283,0.497687542179555
8,11,302.3,NaN,0.268958276732565,0.471285425534506
8,11,303.75,NaN,0.26148877194568,0.451974346393318
8,11,305.2,NaN,0.255605727495482,0.437308239523369
8,11,306.75,NaN,0.250883116212079,0.425861139787339
8,11,308.25,NaN,0.513976406722786,1.99491271053608
8,11,309.65,NaN,0.631553924673714,0.960225958591264
8,11,311.1,NaN,0.685295379984618,0.663022172374225
8,11,312.7,NaN,0.713067546314736,0.545202133987302
8,11,314.3,NaN,0.729431812357946,0.487889350451479
8,11,315.8,NaN,0.740045452950515,0.455154974278016
8,11,317.3,NaN,0.747409270041248,0.434314212345114
8,11,318.9,NaN,0.752772240180403,0.420029637457708
8,11,320.5,NaN,0.481376206879842,2.01608735040904
8,11,321.95,NaN,0.36730011722948,0.947239700055491
8,11,323.35,NaN,0.314586788104205,0.660406766343604
8,11,324.95,NaN,0.286993051732121,0.544954093644752
8,11,326.55,NaN,0.515707299499406,1.80091228604548
8,11,335.15,0.9,0.621597181851566,0.95537562880134
8,11,336.6,NaN,0.676179298421362,0.685948131904266
8,11,338.15,NaN,0.706557318960407,0.564522246834152
8,11,339.55,NaN,0.724977151367898,0.50112149197061
8,11,341.1,NaN,0.736975403301357,0.463992567522088
8,11,342.7,NaN,0.745247985138166,0.440311624993499
8,11,344.1,NaN,0.75121322615578,0.42420752515412
8,11,345.6,NaN,0.755670547758626,0.412705631015249
8,11,347.05,NaN,0.759097844101392,0.404170700002743
8,11,348.65,NaN,0.761795357874504,0.397642240732664
8,11,350.25,NaN,0.763959809525197,0.392524598259196
8,11,351.8,NaN,0.765724769693082,0.388431352076391
8,11,353.3,NaN,0.473559262604071,2.09372366737187
8,11,354.85,NaN,0.361820656909287,0.925656961883597
8,11,356.25,NaN,0.54682338999176,1.4666533188523
8,11,357.75,NaN,0.421707836728302,1.14185469422307
8,11,359.3,NaN,0.552907083032437,1.24568426296914
8,11,360.75,NaN,0.62443457884307,0.854891041391976
8,11,369.25,0.133333333333333,0.668098684843574,0.679377664323427
8,11,370.7,NaN,0.696195639569723,0.58186687599189
8,11,372.25,NaN,0.715118322163362,0.522435316721827
8,11,373.65,NaN,0.490520994448662,1.81156525716463
8,11,375.05,NaN,0.380529241302509,0.972905397389352
8,11,376.45,NaN,0.323624864629003,0.690891911436381
8,11,377.9,NaN,0.292494910380924,0.564104469935896
8,11,379.3,NaN,0.51702552700088,1.77351657389076
8,11,380.8,NaN,0.620706215710047,0.951692582686764
8,11,382.25,NaN,0.674883386310826,0.688017501845422
8,11,383.75,NaN,0.705447380686802,0.567289855724232
8,11,385.3,NaN,0.483939851536154,1.76340271264439
8,11,386.85,NaN,0.38040729883889,0.954388868709167
8,11,388.3,NaN,0.549094544222621,1.39438316756993
8,11,389.8,NaN,0.625336766723525,0.864873518083554
8,11,391.25,NaN,0.466795045339361,1.41633368586792
8,11,392.8,NaN,0.384372216597118,0.907237908550645
8,11,394.25,NaN,0.334785715135061,0.699869752641208
8,11,395.7,NaN,0.521544252939457,1.57869012358057
8,11,404.3,0.2,0.409341228934073,1.06354260058085
8,11,405.7,NaN,0.54184397733157,1.28862411224228
8,11,407.2,NaN,0.61822941406738,0.884050604072815
8,11,408.6,NaN,0.665546251901347,0.693785798634241
8,11,410.15,NaN,0.695741011995163,0.587389165684752
8,11,411.65,NaN,0.71570494219515,0.523377728820618
8,11,413.1,NaN,0.729397123341104,0.48256315288003
8,11,414.6,NaN,0.488392498915334,1.88575091884171
8,11,416.15,NaN,0.612056278794089,1.0338870523441
8,11,417.7,NaN,0.661165801942683,0.708263779544343
8,11,419.25,NaN,0.689307284056394,0.596915990105347
8,11,420.8,NaN,0.493880435784841,1.6864396763926
8,11,422.3,NaN,0.607483219245554,1.0177662748959
8,11,423.9,NaN,0.464182156888752,1.34917376191822
8,11,425.5,NaN,0.380964485950949,0.900185470146991
8,11,426.9,NaN,0.331676038455294,0.691905915701913
8,11,428.35,NaN,0.301517030361025,0.581380494556335
8,11,429.9,NaN,0.282114206491995,0.517703154509488
8,11,431.4,NaN,0.511196119753348,1.8256487769983
8,11,433,NaN,0.390738621971608,1.03267235721357
8,11,441.55,0.466666666666667,0.341619009293287,0.714866806186414
